armor	classs	commondrop	displayid	dps	flags2	id	level	name	reqclass	reqlevel	reqrace	side	slot	slotbak	source__001	source__002	sourcemore__bd	sourcemore__c	sourcemore__c2	sourcemore__icon	sourcemore__dd	sourcemore__n	sourcemore__s	sourcemore__t	sourcemore__ti	sourcemore__z	speed	subclass	firstseenpatch	popularity	contentPhase
	2		28592	15.96	8192	16889	24	6Polished Walking Staff		20		2	17	17	4			331	1			Torek's Assault		5	6544		2.6	10	0	138	1
	2	TRUE	20421	5	8192	1515	12	8Rough Wooden Staff		7			17	17	2												3.3	10	0	134	1
	2		20259	41.18	8192	10627	47	5Bludgeon of the Grinning Dog		42			17	17	2						-1	Atal'ai Witch Doctor		1	5259	1477	3.4	10	0	133	1
	2		20330	38.1	8192	19568	43	5Advisor's Gnarled Staff		38			17	17													2.9	10	0	132	3
	2		18368	51.38	8192	20654	60	5Amethyst War Staff		55			17	17	2							Azure Templar		1	15211		2.9	10	0	131	4
	2		20269	41.09	8192	9482	47	5Witch Doctor's Cane		42			17	17													2.3	10	0	131	1
	2		28580	45	8192	15276	58	6Magus Long Staff		53			17	17	2												3.4	10	0	126	1
	2		22722	48.24	8192	12532	56	5Spire of the Stoneshaper		51			17	17													3.4	10	0	126	1
	2		3509	3.29	8192	3335	6	7Farmer's Broom		3			17	17	2												3.5	10	0	126	1
95	2		32677	55.77	8192	20220	65	4Ironbark Staff		60			17	17	5							Rutherford Twing		1	15126	45	3.4	10	0	122	4
	2		28610	13.71	8192	16894	21	6Clear Crystal Rod		15		2	17	17	4			406	1			Arachnophobia		5	6284		3.1	10	0	120	1
	2		18438	7.07	8192	9513	10	6Ley Staff	128	10			17	17	4												2.9	10	0	118	1
	2		34134	59.83	8192	21273	79	4Blessed Qiraji Acolyte Staff		60			17	17	4			3428	3			Imperial Qiraji Regalia		5	8790		3	10	0	117	5
	2		31764	59.33	8192	18873	78	4Grand Marshal's Stave		60			17	17													3	10	0	117	2
	2		32612	55.5	8192	19909	65	4Will of Arlokk		60			17	17	2		1					High Priestess Arlokk		1	14515	1977	3	10	0	113	4
	2		35242	61.1	8192	22801	83	4Spire of Twilight		60			17	17	2		1					Thaddius		1	15928	3456	3.2	10	0	112	6
	2		18289	38.1	8192	19572	43	5Lorekeeper's Staff		38			17	17													2.9	10	0	112	3
	2		20330	19.66	8192	20425	23	5Advisor's Gnarled Staff		18			17	17													2.9	10	0	110	3
	2		20419	9.06	8192	3446	13	6Darkwood Staff		7		2	17	17	4			85	0			The Family Crypt		5	408		3.2	10	0	108	1
	2		34135	59.83	8192	21275	79	4Blessed Qiraji Augur Staff		60			17	17	4			3428	3			Imperial Qiraji Regalia		5	8790		3	10	0	107	5
	2		29703	56.64	8192	17113	67	4Amberseal Keeper		60			17	17	2							Lord Kazzak		1	12397		3.3	10	0	106	2
95	2		32677	55.77	8192	20069	65	4Ironbark Staff		60			17	17	5							Samuel Hawke		1	15127	45	3.4	10	0	104	4
	2		20357	31.25	8192	866	42	6Monk's Staff		37			17	17	2												2.4	10	0	103	1
	2		28836	47.2	8192	17004	61	6Sarah's Guide		56		2	17	17	4			139	0			The Corpulent One		5	6136		2.5	10	0	95	1
	2		18289	19.66	8192	20434	23	5Lorekeeper's Staff		18			17	17													2.9	10	0	94	3
	2		28502	46.73	8192	15278	60	6Solstice Staff		55			17	17	2												2.6	10	0	89	1
	2		20424	7.07	8192	9514	10	6Arcane Staff	128	10			17	17	4												2.9	10	0	88	1
	2		20356	22.32	8192	1998	33	6Bloodscalp Channeling Staff		28			17	17	2							Bloodscalp Shaman		1	697	33	2.8	10	0	86	1
	2		10654	8.86	8192	6215	13	6Balanced Fighting Stick		5		1	17	17	4			12	0			"Wanted: ""Hogger"""		5	176		2.2	10	0	86	1
	2		32587	54.58	8192	20258	65	5Zulian Ceremonial Staff		60			17	17													2.6	10	0	85	4
	2		22144	40.38	8192	15274	52	6Diviner Long Staff		47			17	17	2												2.6	10	0	84	1
	2		28345	35.65	8192	11857	46	6Sanctimonial Rod		40		1	17	17	4			357	1			A Hero's Welcome		5	4266		3.1	10	0	84	1
	2		33809	58.56	8192	21452	72	4Staff of the Ruins		60			17	17	2		1					Ossirian the Unscarred		1	15339	3429	3.4	10	0	82	5
	2		33429	59.28	8192	21128	75	4Staff of the Qiraji Prophets		60			17	17	2		1					The Prophet Skeram		1	15263	3428	2.9	10	0	80	5
	2		28467	41.81	8192	15275	54	6Thaumaturgist Staff		49			17	17	2												3.6	10	0	77	1
	2		20431	5.74	8192	2067	10	7Frostbit Staff		5			17	17	2												2.7	10	0	76	1
	2		31608	55.65	8192	19101	65	5Whiteout Staff		60			17	17													3.1	10	0	75	3
	2	TRUE	20350	15.32	8192	3784	37	8Metal Stave		32			17	17	2												3.1	10	0	72	1
	2		5120	14.44	8192	3452	22	6Ceranium Rod		10		2	17	17	4			130	0			The Weaver		5	480		2.7	10	0	72	1
	2		20444	2.59	8192	3277	5	7Executor Staff		2		2	17	17	4			85	0			The Red Messenger		5	382		2.9	10	0	70	1
	2		28511	49.64	8192	18311	58	5Quel'dorai Channeling Rod		53			17	17	2		1				-1	Lethtendris		1	14327	2557	2.8	10	0	68	2
	2		10654	9.46	8192	15397	14	6Oakthrush Staff		12		1	17	17	4			148	1			The Fragments Within		5	4813		2.8	10	0	68	1
	2		20381	15	8192	3227	23	6Nightbane Staff		18			17	17	2							Lupos		1	521	10	2.7	10	0	65	1
	2		30870	59.41	8192	20349	90	690 Green Frost Staff		60			17	17													2.7	10	0	63	1
	2		31610	55.65	8192	19102	65	5Crackling Staff		60			17	17													3.1	10	0	62	3
	2		20373	17.41	8192	2013	26	6Cryptbone Staff		21			17	17	2							Skeletal Healer		1	787	10	2.9	10	0	61	1
	2		20390	13.09	8192	4437	20	6Channeler's Staff		15			17	17	2						-1	Dalaran Spellscribe		1	1920	130	3.4	10	0	57	1
	2		20432	6.92	8192	9603	10	6Gritroot Staff		4		1	17	17	4			141	1			The Relics of Wakening		5	483		2.6	10	0	56	1
	2		18289	53.97	8192	19570	63	5Lorekeeper's Staff		58			17	17													2.9	10	0	55	3
	2		32613	56.08	8192	19884	66	4Jin'do's Judgement		60			17	17	2		1					Jin'do the Hexxer		1	11380	1977	3.3	10	0	54	4
	2		20415	10.71	8192	1928	16	6Defias Mage Staff		11			17	17	2							Defias Magician		1	1726		2.8	10	0	48	1
	2		20330	45.86	8192	19567	53	5Advisor's Gnarled Staff		48			17	17													2.9	10	0	47	3
	2		18289	45.86	8192	19571	53	5Lorekeeper's Staff		48			17	17													2.9	10	0	44	3
	2		20410	11.83	8192	1391	18	6Riverpaw Mystic Staff		13			17	17	2							Riverpaw Mystic		1	453	40	3	10	0	44	1
	2		20443	4.2	8192	767	8	7Long Bo Staff		3			17	17	2												2.5	10	0	40	1
	2	TRUE	20309	21.91	8192	4024	47	8Heavy War Staff		42			17	17	2												3.4	10	0	35	1
	2		20395	12.5	8192	1539	19	6Gnarled Hermit's Staff		14			17	17	2							Geopriest Gukk'rok		1	5863	17	2.8	10	0	34	1
	2		20330	53.97	8192	19566	63	5Advisor's Gnarled Staff		58			17	17													2.9	10	0	33	3
	2		20412	11.88	8192	3902	18	6Staff of Nobles		13			17	17	2							Brainwashed Noble		1	596		3.2	10	0	32	1
	2		472	1.38	8192	35	2	7Bent Staff					17	17													2.9	10	0	31	1
	2		20423	6.41	8192	4938	11	7Blemished Wooden Staff		7		2	17	17	4			14	1			Securing the Lines		5	835		3.2	10	0	29	1
	2		20449	2.57	8192	5776	5	7Elder's Cane		1		2	17	17	4			215	1			Rite of Strength		5	757		3.5	10	0	29	1
	2		5404	2.58	8192	5778	5	7Primitive Walking Stick		2		2	17	17	4											14	3.1	10	0	29	1
	2	TRUE	20442	3.33	8192	1411	8	8Withered Staff		3			17	17	2	21											3	10	0	27	1
	2		20440	4.29	8192	1010	8	7Gnarled Short Staff		2		1	17	17	4			1	0			Return to Bellowfiz		5	320		2.8	10	0	27	1
	2		20426	5.63	8192	4961	10	7Dreamwatcher Staff		4		2	17	17	4			215	1			Wildmane Cleansing		5	760		3.2	10	0	26	1
	2		30711	47.33	8192	18353	61	6Stoneflower Staff		56			17	17	2		1				-1	Tendris Warpwood		1	11489	2557	3	10	0	24	2
	2		5108	2.58	8192	5393	5	7Thistlewood Staff		3		1	17	17	4			141	1			Webwood Venom		5	916		3.1	10	0	24	1
	2		20374	16.9	8192	3738	25	6Brewing Rod					17	17													2.9	10	0	23	1
	2		20429	5.65	8192	2257	10	7Frostmane Staff		5			17	17	2												3.1	10	0	23	1
	2		33429	73.28	8192	21125	75	4Ahn'Qiraj Staff [PH]		60			17	17													2.9	10	0	22	1
	2	TRUE	20309	23.87	8192	13823	51	8Stout War Staff		46			17	17	2												3.1	10	0	22	1
	2		20446	2.73	8192	5581	5	7Smooth Walking Staff		1		1	17	17	4			1	0			The Stolen Journal		5	218		3.3	10	0	18	1
	2		30870	48.89	8192	20362	63	663 Green Frost Staff		58			17	17													2.7	10	0	17	1
	2	TRUE	20361	11.35	8192	1831	28	8Oaken War Staff		23			17	17	2												3.7	10	0	17	1
	2		24923	2.08	8192	14083	4	7Tyrande's Staff					17	17													2.4	10	0	17	1
	2		22146	11.9	8192	2030	20	7Gnarled Staff		15			17	17	5												2.9	10	0	16	1
	2		20434	5	8192	3327	9	7Vile Fin Oracle Staff		4			17	17	2											85	2.9	10	0	16	1
	2		22150	22.94	8192	2527	36	7Battle Staff		31			17	17	5												3.4	10	0	14	1
	2		20389	32.42	8192	2535	45	7War Staff		40			17	17	5												3.3	10	0	13	1
	2		22151	15.17	8192	928	25	7Long Staff		20			17	17	5												3	10	0	13	1
	2	TRUE	20385	9.11	8192	1822	23	8Cedar Walking Stick		18			17	17	2												2.8	10	0	13	1
	2		20402	12.58	8192	1473	19	6Riverside Staff		14			17	17	2							Murloc Tidecaller		1	545	44	3.1	10	0	13	1
	2		13711	5.74	8192	7094	10	7Driftwood Branch		5			17	17	2											141	3.4	10	0	12	1
	2		20448	2.08	8192	2487	4	7Acolyte Staff					17	17													2.4	10	0	12	1
	2	TRUE	20413	7.1	8192	1813	18	8Chipped Quarterstaff		13			17	17	2												3.1	10	0	11	1
	2		20436	4.38	8192	2503	8	7Adept Short Staff		3			17	17													2.4	10	0	10	1
	2		22149	2.03	8192	2132	4	7Short Staff					17	17	5												3.2	10	0	10	1
	2		4994	2.68	8192	1159	5	7Militia Quarterstaff		2		1	17	17	4			12	0			Brotherhood of Thieves		5	18		2.8	10	0	9	1
	2		18530	1.38	8192	3661	2	7Handcrafted Staff					17	17													2.9	10	0	9	1
	2		20385	0.89	8192	14392	1	7Durability Staff					17	17													2.8	10	0	7	1
	2		20450	1.67	8192	1388	3	7Crooked Staff					17	17	2											215	3.3	10	0	6	1
	2		7324	24.64	8192	3853	36	6Moonsteel Broadsword		31			17	17	1			11		inv_sword_25		Moonsteel Broadsword	164	6	3496		2.8	8	0	13146	1
	2		20616	52.12	8192	9372	55	4Sul'thraze the Lasher		50			17	17													2.6	8	0	7929	1
	2		22731	35.52	8192	6977	40	5Whirlwind Sword	1	30			17	17	4			-81	4			Whirlwind Weapon		5	1792		2.9	8	0	5066	1
	2		20191	43.39	8192	1982	44	4Nightblade		39			17	17	2												2.8	8	0	4623	1
	2		20251	23.94	8192	2000	35	6Archeus		28		1	17	17	4			10	0			A Daughter's Love		5	231		3.3	8	0	3687	1
	2		34112	64.71	8192	18822	68	4Obsidian Edged Blade		60			17	17	2		1									2717	3.4	8	0	3635	1
	2		22906	59.43	8192	12592	63	4Blackblade of Shahram		58			17	17													3.5	8	0	3542	1
	2		24166	59.44	8192	13505	63	4Runeblade of Baron Rivendare		58			17	17													3.6	8	0	3407	1
	2		20190	53.85	8192	647	57	4Destiny		52			17	17	2												2.6	8	0	3382	1
	2		35097	90	8192	22691	86	4Corrupted Ashbringer		60			17	17	2		1							2	181366	3456	3.6	8	0	3226	6
	2		20193	42.69	8192	9418	49	5Stoneslayer		44			17	17	2		1				-1	Archaedas		1	2748	1337	3.9	8	0	2933	1
	2		28624	45	8192	13052	52	5Warmonger		47			17	17	2												3	8	0	2856	1
	2		20185	25.61	8192	6909	31	5Strike of the Hydra		26			17	17	2						-1	Aku'mai		1	4829	719	3.3	8	0	2853	1
	2		32000	81.86	8192	19364	81	"4Ashkandi, Greatsword of the Brotherhood"		60			17	17	2		1					Nefarian		1	11583	2677	3.5	8	0	2679	3
	2		32199	75.88	8192	17076	77	4Bonereaver's Edge		60			17	17	2		1					Ragnaros		1	11502	2717	3.4	8	0	2371	1
	2		20071	19.6	8192	12992	23	5Searing Blade		18			17	17	2												2.5	8	0	2310	1
	2		19779	37.27	8192	10758	42	5X'caliboar		35			17	17	2						-1	Ragglesnout		1	7354	722	3.3	8	0	1953	1
	2		20151	27.76	8192	2877	33	5Combatant Claymore		28			17	17	2												2.9	8	0	1906	1
	2		20188	34.72	8192	1604	45	6Chromatic Sword		40			17	17	2						-1	Scale Belly		1	1552	33	3.6	8	0	1791	1
	2		20172	30.17	8192	7689	35	5Morbid Dawn		30			17	17	2						-1	Fallen Champion		1	6488	796	2.9	8	0	1681	1
	2		26674	48.94	8192	16039	57	5Ta'Kierthan Songblade		52			17	17	2						-1	Lord Darkscythe		1	10826	139	3.3	8	0	1629	1
	2		24813	53.83	8192	12790	63	5Arcanite Champion		58			17	17	1			11		inv_sword_39		Arcanite Champion	164	6	16990		3	8	0	1556	1
	2		24049	53.82	8192	13348	63	5Demonshear		58			17	17	2						-1					2017	3.8	8	0	1551	1
	2		20180	21.67	8192	3822	32	6Runic Darkblade		19		2	17	17	4			267	0			Battle of Hillsbrad		5	550		3.3	8	0	1467	1
	2		28675	42.58	8192	13043	49	5Blade of the Titans		44			17	17	2												3.3	8	0	1448	1
	2		28598	38.93	8192	13051	44	5Witchfury		39			17	17	2												2.8	8	0	1422	1
	2		33033	44.85	8192	20504	52	5Lightforged Blade		47			17	17													3.3	8	0	1240	4
	2		23264	45	8192	7960	52	5Truesilver Champion		47			17	17	1			11		inv_sword_19		Truesilver Champion	164	6	10015		3	8	0	1187	1
	2		26676	53.94	8192	13982	63	5Warblade of Caer Darrow		57			17	17	4			2057	2			"The Lich, Ras Frostwhisper"		5	5466		3.3	8	0	1166	1
	2		18409	23.91	8192	9490	29	5Gizmotron Megachopper		24			17	17	2						-1					721	3.2	8	0	1005	1
100	2		20249	31.29	8192	9385	36	5Archaic Defender		31			17	17	2												3.1	8	0	974	1
	2		20155	15.88	8192	4818	24	6Executioner's Sword		19			17	17	5												3.4	8	0	955	1
	2		20250	21.67	8192	3209	32	6Ancient War Sword		23		1	17	17	4			11	0			Defeat Nek'rosh		5	474		3.3	8	0	947	1
	2		20177	18.23	8192	6741	29	7Orcish War Sword		25		2	17	17	4			17	1			A New Ore Sample		5	1153		3.1	8	0	895	1
	2		24255	49.67	8192	12782	58	5Corruption		53			17	17	1			11		inv_sword_07		Corruption	164	6	16985		3	8	0	876	1
	2		28678	36.52	8192	13042	41	5Sword of the Magistrate		36			17	17	2												3.3	8	0	843	1
	2		5193	60.24	8192	2801	64	4Blade of Hanna		59			17	17	2												2.1	8	0	827	1
	2		20153	21.03	8192	2205	25	5Duskbringer		20			17	17	2						-1					209	3.4	8	0	810	1
	2		30853	53.91	8192	18520	63	5Barbarous Blade		58			17	17	2		1				-1	King Gordok		1	11501	2557	3.2	8	0	804	2
	2		31996	77.37	8192	18876	78	4Grand Marshal's Claymore		60			17	17													3.8	8	0	758	2
	2		20078	11.21	8192	1566	17	6Edge of the People's Militia		9		1	17	17	4			40	0			The People's Militia		5	14		2.9	8	0	697	1
	2		28707	23.75	8192	13049	29	5Deanship Claymore		26			17	17	2												2.8	8	0	665	1
	2		32603	64.61	8192	19854	68	"4Zin'rokh, Destroyer of Worlds"		60			17	17	2		1					Hakkar		1	14834	1977	3.8	8	0	627	4
	2		20149	32.59	8192	10573	37	5Boneslasher		32			17	17	2						-1	Withered Quilguard		1	7329	722	2.7	8	0	609	1
40	2		28768	21.72	8192	13041	26	5Guardian Blade		21			17	17	2												2.9	8	0	581	1
	2		31999	70.74	8192	19334	73	4The Untamed Blade		60			17	17	2		1					Razorgore the Untamed		1	12435	2677	3.4	8	0	550	3
	2		16147	16	8192	7957	26	7Bronze Greatsword		21			17	17	1			11		inv_sword_20		Bronze Greatsword	164	6	9986		3	8	0	532	1
	2		20252	28.82	8192	3854	40	6Frost Tiger Blade		35			17	17	1			11		inv_sword_05		Frost Tiger Blade	164	6	3497		3.4	8	0	515	1
	2		20087	12.5	8192	1387	19	6Ghoulfang		14			17	17	2						-1	Leprithus		1	572	40	3.6	8	0	509	1
	2		7319	14.6	8192	4817	22	6Blessed Claymore		17			17	17	5												2.5	8	0	460	1
	2		28717	51.43	8192	13053	60	5Doombringer		55			17	17	2												2.8	8	0	445	1
	2		20174	21.61	8192	3417	26	5Onyx Claymore		21			17	17	2						-1					719	2.8	8	0	422	1
	2		26591	7.14	8192	8178	10	6Training Sword		5			17	17	2												3.5	8	0	422	1
	2		25649	52.14	8192	14541	61	5Barovian Family Sword		56			17	17	2						-1	Jandice Barov		1	10503	2057	2.1	8	0	412	1
	2		20167	17.5	8192	6641	26	6Haunting Blade		21			17	17	2		1				-1	Deathsworn Captain		1	3872	209	3.8	8	0	410	1
	2		28714	48.87	8192	13044	57	5Demonslayer		52			17	17	2						-1					1377	3.1	8	0	382	1
	2		28546	32.5	8192	15251	43	6Headstriker Sword		38			17	17	2												2.4	8	0	380	1
	2		9055	21.61	8192	5813	32	6Emil's Brand		24		1	17	17	4			331	1			Insane Druids		5	1012		3.1	8	0	353	1
	2		20196	12.59	8192	3487	19	6Heavy Copper Broadsword		14			17	17	1			11		inv_sword_14		Heavy Copper Broadsword	164	6	3292		2.7	8	0	352	1
	2		20198	45.93	8192	12463	53	5Drakefang Butcher		48			17	17	2		1				-1					1477	2.7	8	0	349	1
	2		20179	22.88	8192	1975	28	5Pysan's Old Greatsword		23			17	17	2						-1					491	3.3	8	0	346	1
	2		30886	64.66	8192	18542	68	4Typhoon		60			17	17	2							Azuregos		1	6109		2.9	8	0	327	2
	2		20182	21.09	8192	5614	31	6Seraph's Strike		13		1	17	17	4			148	1			The Tower of Althalaxx		5	981		3.2	8	0	327	1
	2		34304	81.88	8192	21679	81	4Kalimdor's Revenge		60			17	17	2		1					Emperor Vek'nilash		1	15275	3428	3.2	8	0	324	5
	2		23683	53.03	8192	13163	62	5Relentless Scythe		57			17	17	2		1				-1	Overlord Wyrmthalak		1	9568	1583	3.3	8	0	321	1
	2		20638	30	8192	1986	41	6Gutrender		36			17	17	2							Mosh'Ogg Warmonger		1	709	33	2.6	8	0	307	1
	2		31998	77.37	8192	18877	78	4High Warlord's Greatsword		60			17	17													3.8	8	0	306	2
	2		35255	81.81	8192	22813	81	4Claymore of Unholy Might		60			17	17	2		1					Gluth		1	15932	3456	3.6	8	0	271	6
	2		8000	13.1	8192	5182	20	6Shiver Blade		15			17	17	2						-1	Gesharahan		1	3398	17	2.9	8	0	223	1
	2		20189	41.96	8192	10628	48	5Deathblow		43			17	17	2						-1	Atal'ai Deathwalker		1	5271	1477	2.8	8	0	200	1
	2		20121	13.03	8192	5615	20	6Woodsman Sword		12		1	17	17	4			148	1			Mathystra Relics		5	951		3.3	8	0	193	1
	2		26590	8.33	8192	3192	12	6Short Bastard Sword		7			17	17	2												3	8	0	187	1
	2		20080	17.5	8192	15249	26	6Polished Zweihander		21			17	17	2												3.6	8	0	186	1
	2		33123	52.92	8192	20669	62	5Darkstone Claymore		57			17	17	2							The Duke of Fathoms		1	15207		3.6	8	0	185	4
	2		20119	11.91	8192	6186	18	6Trogg Slicer		13		1	17	17	4			38	0			Gathering Idols		5	297		3.4	8	0	185	1
	2		33882	62.5	8192	21492	66	4Manslayer of the Qiraji		60			17	17	2		1					General Rajaxx		1	15341	3429	3.6	8	0	163	5
	2	TRUE	26585	11.77	8192	3196	18	6Edged Bastard Sword		13			17	17	2												3.1	8	0	147	1
	2		20186	18.97	8192	3206	28	6Cavalier Two-hander		23			17	17	2												2.9	8	0	146	1
	2		28245	12.6	8192	11854	19	6Samophlange Screwdriver		10		2	17	17	4			17	1			Samophlange Manual		5	3924		2.5	8	0	126	1
	2		22654	41.2	8192	12469	47	5Mutilator		42			17	17													2.5	8	0	125	1
	2		22095	9.06	8192	1198	15	7Claymore		10			17	17	5												3.2	8	0	125	1
	2		28576	45.79	8192	15256	59	6Massacre Sword		54			17	17	2												3.8	8	0	116	1
	2		28465	37.97	8192	15252	49	6Tusker Sword		44			17	17	2												3.7	8	0	115	1
	2		20184	23.87	8192	3197	35	6Stonecutter Claymore		30			17	17	2												3.1	8	0	115	1
	2		20072	10	8192	3188	15	6Coral Claymore		10			17	17	2							Slark		1	519	40	2.8	8	0	115	1
	2		20111	10.71	8192	4567	16	6Merc Sword		11			17	17	2												2.8	8	0	114	1
280	2		21775	48.13	8192	11786	56	5Stone of the Earth		51			17	17	2		1				-1	Panzor the Invincible		1	8923	1584	3.2	8	0	112	1
	2		28536	21.72	8192	15250	32	6Glimmering Flamberge		27			17	17	2												3.2	8	0	110	1
	2	TRUE	28535	13.1	8192	15248	20	6Gleaming Claymore		15			17	17	2												2.9	8	0	108	1
	2		22097	15.97	8192	922	26	7Dacian Falx		21			17	17	5												3.1	8	0	100	1
	2		20038	11.41	8192	2204	17	6Brashclaw's Skewer		12			17	17	2						-1	Sergeant Brashclaw		1	506	40	3.2	8	0	99	1
	2		5176	19.7	8192	2014	29	6Black Metal Greatsword		24			17	17	2							Fetid Corpse		1	1270	10	3.3	8	0	94	1
	2		26586	30.17	8192	1625	41	6Exquisite Flamberge		36			17	17	2												3	8	0	91	1
	2		28529	44.26	8192	15255	57	6Gallant Flamberge		52			17	17	2												3.4	8	0	85	1
	2		23224	40.42	8192	12764	52	6Thorium Greatsword		47			17	17													3.6	8	0	79	1
	2		20109	13.1	8192	1460	20	6Shadowhide Two-handed Sword		15			17	17	2							Rabid Shadowhide Gnoll		1	434	44	2.9	8	0	76	1
	2		20112	7.59	8192	4939	11	6Steady Bastard Sword		4		2	17	17	4			14	1			Skull Rock		5	827		2.7	8	0	73	1
	2		20152	20.47	8192	2084	30	6Darksteel Bastard Sword		25			17	17	2							Dark Iron Demolitionist		1	1054	11	3.2	8	0	71	1
	2		20091	11.79	8192	2822	18	6Mo'grosh Toothpick		13			17	17	2							Mo'grosh Ogre		1	1178	38	2.8	8	0	70	1
	2		30778	44.29	8192	18410	57	6Sprinter's Sword		54			17	17	4			2557	2			Pusillin and the Elder Azj'Tordin		5	7441		2.8	8	0	65	2
	2		18354	3.75	8192	8177	7	7Practice Sword		2			17	17	2												3.2	8	0	62	1
	2		18342	36.45	8192	8199	47	6Battlefield Destroyer		42			17	17	2												3.1	8	0	61	1
	2		28517	50.56	8192	15258	65	6Divine Warblade		60			17	17	2											1977	2.7	8	0	55	1
	2		28321	40.43	8192	15253	52	6Beheading Blade		47			17	17	2												3.5	8	0	53	1
	2		22093	2.17	8192	1194	4	7Bastard Sword					17	17	5												3	8	0	45	1
	2		20071	6.33	8192	7955	11	7Copper Claymore		6			17	17	1			11		inv_sword_21		Copper Claymore	164	6	9983		3	8	0	43	1
	2	TRUE	20195	18.71	8192	4018	42	8Whetted Claymore		37			17	17	2												3.1	8	0	42	1
	2		20170	19.74	8192	913	29	6Huge Ogre Sword		24			17	17													3.8	8	0	41	1
	2		22094	3.62	8192	2489	7	7Two-handed Sword		2			17	17	5												2.9	8	0	40	1
	2		28347	41.82	8192	15254	54	6Dark Espadon		49			17	17	2												3.3	8	0	39	1
	2		20069	7.17	8192	9602	10	6Brushwood Blade					17	17													3	8	0	38	1
	2		26589	47.95	8192	15257	62	6Shin Blade		57			17	17	2												2.2	8	0	31	1
	2	TRUE	20195	26.9	8192	13817	58	8Tapered Greatsword		53			17	17	2												2.9	8	0	30	1
	2	TRUE	20150	13.79	8192	3781	34	8Broad Claymore		29			17	17	2												3.3	8	0	30	1
	2		22098	33.57	8192	2529	46	7Zweihander		41			17	17	5												2.8	8	0	23	1
	2	TRUE	20092	5.69	8192	1513	14	8Old Greatsword		9			17	17	2												3.6	8	0	22	1
	2		22084	23.13	8192	2521	36	7Flamberge		31			17	17	5												3.2	8	0	20	1
	2	TRUE	20074	2.97	8192	1412	7	8Crude Bastard Sword		2			17	17	2	21											3.2	8	0	18	1
	2		22096	12.59	8192	2024	21	7Espadon		16			17	17	5												2.9	8	0	16	1
	2		20117	1.56	8192	2754	3	7Tarnished Bastard Sword					17	17	2											85	3.2	8	0	16	1
	2	TRUE	4129	11.41	8192	1830	28	8Long Bastard Sword		23			17	17	2												3.2	8	0	13	1
	2		20084	2.73	8192	5779	5	7Forsaken Bastard Sword		2		2	17	17	4			85	0			The Scarlet Crusade		5	381		3.3	8	0	13	1
	2	TRUE	20183	9.67	8192	1818	24	8Standard Claymore		19			17	17	2												3	8	0	11	1
	2	TRUE	20037	6.61	8192	1811	17	8Blunt Claymore		12			17	17	2												3.1	8	0	11	1
	2		2380	1.96	8192	2128	4	7Scratched Claymore					17	17													2.8	8	0	7	1
	2		2399	5	8192	2497	9	7Rusted Claymore		4			17	17													3.1	8	0	5	1
	2		31613	53.89	8192	19106	63	5Ice Barbed Spear		51			17	17	4											2597	3.6	6	0	3314	3
	2		22233	40.93	8192	9416	47	5Grimlok's Charge		42			17	17	2		1				-1	Grimlok		1	4854	1337	2.7	6	0	1760	1
	2		31174	50.44	8192	18725	59	5Peacemaker		54			17	17	2		1				-1	Magistrate Barthilas		1	10435	2017	3.4	6	0	1467	1
	2		22209	42.76	8192	9475	49	5Diabolic Skiver		44			17	17	2		1				-1	Shadowpriest Sezz'ziz		1	7275	1176	2.9	6	0	1416	1
	2		29176	59.35	8192	17074	63	4Shadowstrike		58			17	17	2		1					Sulfuron Harbinger		1	12098	2717	3.1	6	0	797	1
	2		31720	62.62	8192	19167	66	4Blackfury		60			17	17	1			11		inv_spear_08		Blackfury	164	6	23639		2.1	6	0	781	3
60	2		28758	18.97	8192	12989	22	5Gargoyle's Bite		20			17	17	2												2.9	6	0	775	1
	2		20749	31.3	8192	1726	36	5Poison-tipped Bone Spear		31			17	17	2												2.3	6	0	640	1
	2		22792	54	8192	12583	63	5Blackhand Doomsaw		58			17	17	2						-1	Warchief Rend Blackhand		1	10429	1583	3.5	6	0	596	1
	2		32717	45	8192	20083	52	5Hunting Spear					17	17													3.1	6	0	591	4
	2		25630	23.13	8192	13057	28	5Bloodpike		23			17	17	2												3.2	6	0	552	1
	2		25633	44.85	8192	13059	52	5Stoneraven		47			17	17	2												3.3	6	0	499	1
	2		28764	35.65	8192	13054	40	5Grim Reaper		35			17	17	2												3.1	6	0	439	1
	2		22238	34.81	8192	7758	39	5Ruthless Shiv		34			17	17	2						-1					796	2.7	6	0	419	1
	2		12562	48.21	8192	13056	56	5Frenzied Striker		51			17	17	2												2.8	6	0	399	1
	2		29191	59.35	8192	17223	63	4Thunderstrike		58			17	17													3.1	6	0	378	1
	2		22235	41.83	8192	9480	48	5Eyegouger		43			17	17													3	6	0	370	1
	2		22241	19.81	8192	6679	29	6Armor Piercer		24			17	17	2						-1	Razorfen Spearhide		1	4438	491	2.6	6	0	346	1
	2		35259	85	8192	23039	83	4The Eye of Nerub		60			17	17	2		1					Loatheb		1	16011	3456	3.7	6	0	344	6
	2		22031	48.18	8192	11809	56	5Flame Wrath		51			17	17	2		1				-1	Ambassador Flamelash		1	9156	1584	3.3	6	0	323	1
	2		28790	38.8	8192	13058	44	5Khoo's Point		39			17	17	2												2.5	6	0	318	1
	2		22239	24.69	8192	1522	36	6Headhunting Spear		31			17	17	2							Bloodscalp Headhunter		1	671	33	3.2	6	0	304	1
