|	|__name_enus	|__quality	|__icon	|__screenshot	|__jsonequip__arcsplpwr	|__jsonequip__arcres	|__jsonequip__armor	|__jsonequip__def	|__jsonequip__buyprice	|__jsonequip__atkpwr	|__jsonequip__agi	|__jsonequip__classes	|__jsonequip__cooldown	|__jsonequip__avgbuyout	|__jsonequip__displayid	|__jsonequip__dmgmax1	|__jsonequip__dmgmin1	|__jsonequip__dmgrange	|__jsonequip__dmgtype1	|__jsonequip__dps	|__jsonequip__dura	|__jsonequip__feratkpwr	|__jsonequip__healthrgn	|__jsonequip__firsplpwr	|__jsonequip__itemset	|__jsonequip__firres	|__jsonequip__frores	|__jsonequip__holsplpwr	|__jsonequip__frosplpwr	|__jsonequip__int	|__jsonequip__manargn	|__jsonequip__maxcount	|__jsonequip__mlecritstrkpct	|__jsonequip__mledmgmax	|__jsonequip__mledmgmin	|__jsonequip__mledps	|__jsonequip__mlehitpct	|__jsonequip__mlespeed	|__jsonequip__natsplpwr	|__jsonequip__races	|__jsonequip__reqskill	|__jsonequip__reqskillrank	|__jsonequip__parrypct	|__jsonequip__natres	|__jsonequip__reqfaction	|__jsonequip__reqlevel	|__jsonequip__rgdatkpwr	|__jsonequip__reqrep	|__jsonequip__rgdcritstrkpct	|__jsonequip__rgddmgmax	|__jsonequip__rgddmgmin	|__jsonequip__rgddps	|__jsonequip__rgdspeed	|__jsonequip__rgdhitpct	|__jsonequip__sellprice	|__jsonequip__shasplpwr	|__jsonequip__shares	|__jsonequip__sheathtype	|__jsonequip__slotbak	|__jsonequip__speed	|__jsonequip__splpen	|__jsonequip__splcritstrkpct	|__jsonequip__splhitpct	|__jsonequip__str	|__jsonequip__spi	|__jsonequip__splheal	|__jsonequip__sta	|__jsonequip__splpwr	|__attainable	|__flags2
1828	Stone War Axe	0	inv_axe_20	57964										1200	19369	34	22	1	0	10.77	80													34	22	10.77		2.6								22									1609			1	17	2.6									0	8192
2479	Broad Axe	1	inv_axe_11	45918					107						8512	8	5	1	0	2.1	30													8	5	2.1		3.1								1									21			1	17	3.1									0	8192
2531	Great Axe	1	inv_throwingaxe_06	67834					56169						22111	135	90	1	0	31.25	85													135	90	31.25		3.6								39									11233			1	17	3.6									0	8192
1512	Crude Battle Axe	0	inv_throwingaxe_05	53105										100	19226	18	12	1	0	5	50													18	12	5		3								7									194			1	17	3									0	8192
1417	Beaten Battle Axe	0	inv_throwingaxe_06	53799										49	8501	13	8	1	0	3.39	40													13	8	3.39		3.1								3									65			1	17	3.1									0	8192
1386	Thistlewood Axe	1	inv_axe_01	0											19247	11	7	1	0	2.57	35													11	7	2.57		3.5																	32			1	17	3.5									0	8192
1812	Short-handled Battle Axe	0	inv_throwingaxe_05	450004										400	19245	25	16	1	0	6.61	60													25	16	6.61		3.1								12									452			1	17	3.1									0	8192
2499	Double-bladed Axe	1	inv_throwingaxe_06	0											8511	19	12	1	0	4.84	40													19	12	4.84		3.2								4									143			1	17	3.2									0	8192
2483	Rough Broad Axe	1	inv_throwingaxe_02	0											19243	6	3	1	0	1.61	25													6	3	1.61		2.8								1									14			1	17	2.8									0	8192
7001	Gravestone Scepter	3	inv_wand_04	299648											20824			1		29	65																																		3535		5		26	1.5					1				0	8192
7514	Icefury Wand	3	inv_wand_05	10710								128			25076			1		37.19	65								9	3																									9842				26	1.6									0	8192
11287	Lesser Magic Wand	2	inv_staff_02	604109										900	21096			1		11.33	35																									5									508				26	1.5									0	8192
16997	Stormrager	3	inv_wand_05	0											28828			1		62.69	65									5																									41603				26	1.3							8		0	8192
5239	Blackbone Wand	1	inv_misc_bone_01	42695					38731						20776			1		35.31	55																									41									7746				26	1.6									0	8192
11288	Greater Magic Wand	2	inv_staff_07	234544										1649	21097			1		17.5	45																									13									1535				26	1.8									0	8192
13063	Starfaller	3	inv_staff_02	78727										35000	28697			1		32.86	65																									29									5851				26	1.4									0	8192
23177	Lady Falther'ess' Finger	3	inv_wand_12	103390											35593			1		38.08	65																									36									10536	10			26	1.3									0	8192
13064	Jaina's Firestarter	3	inv_wand_09	31079										149000	28787			1		39.38	65									6																37									11487				26	1.6					3				0	8192
7708	Necrotic Wand	3	inv_wand_04	57768											20825			1		33.21	65																									30									6649				26	1.4									0	8192
13062	Thunderwood	3	inv_staff_02	123806										23000	28633			1		27.11	60																									22									2991				26	1.9									0	8192
9654	Cairnstone Sliver	2	inv_wand_07	71466											28307			1		41.39	55																																		16928				26	1.8									0	8192
13938	Bonecreeper Stylus	3	inv_misc_bone_taurenskull_01	4671											24743			1		62.63	65									4																57									39304				26	1.9								11	0	8192
11289	Lesser Mystic Wand	2	inv_staff_02	68965										7519	21098			1		25.38	55																									26									3581				26	1.3									0	8192
13396	Skul's Ghastly Touch	3	inv_misc_bone_elfskull_01	244380											24106			1		55.83	65																									52									30853	14			26	1.8									0	8192
5198	Cookie's Stirring Rod	3	inv_staff_02	444295											21011			1		22.31	50																									17									1660				26	1.3									0	8192
11290	Greater Mystic Wand	2	inv_wand_07	34088										9000	21101			1		29	55																									30									5263				26	2									0	8192
12984	Skycaller	3	inv_wand_02	59416										14400	28738			1		21.56	45																									16									1423				26	1.6									0	8192
17745	Noxious Shooter	3	inv_wand_04	4383											29924			1		50	65																							5		46									22519				26	1.6							7		0	8192
6806	Dancing Flame	2	inv_wand_04	131890											13084			1		32.86	55																																		8508				26	1.4									0	8192
15283	Lunar Wand	2	inv_staff_06	121777											28577			1		56.76	55																									59									37365				26	1.7									0	8192
5216	Umbral Wand	2	inv_wand_06	70193										65000	20790			1		35.67	55																									40									11821				26	1.5									0	8192
20082	Woestave	3	inv_wand_09	69163											32685			1		51.32	65																																		24229	11			26	1.9							3		0	8192
5092	Charred Razormane Wand	1	inv_staff_02	0											6101			1		15.67	45																									18									240				26	1.5									0	8192
4547	Gnomish Zapper	2	inv_wand_02	245578											21016			1		32.69	55																																		8319				26	1.3									0	8192
5243	Firebelcher	3	inv_wand_11	460900											12601			1		20.29	45																									15									1312				26	1.7									0	8192
9483	Flaming Incinerator	3	inv_torch_lit	329485											20786			1		47.22	65					8																				44									19139				26	1.8									0	8192
10704	Chillnail Splinter	2	inv_wand_01	64266											28267			1		37.14	55																																		13649				26	1.4									0	8192
19118	Nature's Breath	2	inv_wand_12	11987											31628			1		41.07	55									6																									17344				26	1.4							3		0	8192
10766	Plaguerot Sprig	3	inv_wand_03	217746								128			21027			1		37.19	65																									35									9660		7		26	1.6									0	8192
5246	Excavation Rod	2	inv_staff_02	180142											6093			1		24.21	55																																		3490				26	1.9									0	8192
5253	Goblin Igniter	2	inv_wand_11	180143											20801			1		32.75	55																																		7952				26	2									0	8192
8184	Firestarter	2	inv_wand_11	156078										5000	18346			1		23.33	55																									24									2947				26	1.5									0	8192
13065	Wand of Allistarj	3	inv_wand_09	19346		9									28626			1		48.42	65																									45									20945				26	1.9									0	8192
5244	Consecrated Wand	2	inv_wand_02	156850											21024			1		24.17	55																																		3465				26	1.2									0	8192
5356	Branding Rod	2	inv_spear_01	0											20834			1		21.56	50																																		2594				26	1.6									0	8192
18483	Mana Channeling Wand	3	inv_wand_05	331365											25076			1		60.94	65										4															56									37362				26	1.6									0	8192
10572	Freezing Shard	3	inv_wand_01	0								128			28747			1		35.77	65								10																	34									9592				26	1.3									0	8192
22821	Doomfinger	4	inv_wand_1h_stratholme_d_02	832											35263			1		139	75																									60									229338				26	1.5		1						16	0	8192
5247	Rod of Sorrow	2	inv_staff_07	50388											20828			1		31.84	55																																		7961				26	1.9									0	8192
9381	Earthen Rod	3	inv_staff_17	285890											21025			1		35.59	65																									33									8628				26	1.7									0	8192
5249	Burning Sliver	2	inv_wand_11	29363											20793			1		32.69	55																																		8658				26	1.3									0	8192
15282	Dragon Finger	2	inv_wand_06	103381										35000	28518			1		53.21	55																									55									30628				26	1.4									0	8192
11860	Charged Lightning Rod	2	inv_wand_08	65941											28108			1		37.33	55																																		12970				26	1.5									0	8192
7513	Ragefire Wand	3	inv_wand_09	8207								128			25078			1		37.14	65			9						3																									9805				26	1.4									0	8192
22254	Wand of Eternal Light	3	inv_wand_02	333722											34636			1		55.67	65									6	2															52									30655				26	1.5						9			0	8192
5208	Smoldering Wand	1	inv_wand_06	5546					3340						20829			1		13.44	40																									15									668				26	1.6									0	8192
5069	Fire Wand	2	inv_staff_02	804131										1000	6097			1		8.67	30																									7									293				26	1.5									0	8192
19108	Wand of Biting Cold	3	inv_wand_01	6151											15238			1		64	65								16																										44327				26	1.5									0	8192
10836	Rod of Corrosion	3	inv_wand_04	3065											20788			1		55	65																							10		51									28989				26	1.3									0	8192
5071	Shadow Wand	2	inv_weapon_shortblade_09	460449										650	18356			1		10.36	35																									9									443				26	1.4									0	8192
8186	Dire Wand	2	inv_wand_06	459477										3585	20851			1		20.29	50																									21									2231				26	1.7									0	8192
11263	Nether Force Wand	3	inv_wand_07	66566	9							128			25077			1		37.33	65									3																									10103				26	1.5									0	8192
5215	Ember Wand	2	inv_wand_11	628402										25000	20815			1		33.67	55																									36									8656				26	1.5									0	8192
5326	Flaring Baton	2	inv_staff_02	0											6097			1		13.68	40																																		776				26	1.9									0	8192
19130	Cold Snap	4	inv_wand_01	5575											31645			1		85.29	75								20	7																60									77791				26	1.7									0	8192
5214	Wand of Eventide	2	inv_wand_01	70032										4874	21020			1		25.77	55																									27									3935				26	1.3									0	8192
16993	Smokey's Fireshooter	2	inv_wand_03	464079											28818			1		53.16	55																																		30989				26	1.9									0	8192
5604	Elven Wand	2	inv_staff_02	0											28159			1		9.38	30																																		380				26	1.6									0	8192
17077	Crimson Shocker	4	inv_staff_13	3471											29195			1		73.25	75					10				10																58									59741				26	2									0	8192
22408	Ritssyn's Wand of Bad Mojo	3	inv_wand_07	228709											34899			1		63.85	65																									58									42763				26	1.3							4	11	0	8192
5250	Charred Wand	2	inv_staff_02	0											6140			1		22.22	50																																		2646				26	1.8									0	8192
6729	Fizzle's Zippy Lighter	2	inv_wand_11	178184											20821			1		31	55																																		7187				26	1.5									0	8192
12296	Spark of the People's Militia	2	inv_staff_02	3622											28248			1		12.78	35																																		722				26	1.8									0	8192
6677	Spellcrafter Wand	2	inv_wand_05	0											21018			1		20.29	50																																		2401				26	1.7									0	8192
13004	Torch of Austen	3	inv_wand_11	2985											28631			1		56.79	65					10																				53									33590				26	1.4									0	8192
12605	Serpentine Skuller	3	inv_misc_bone_elfskull_01	7992											24107			1		54.64	65																									51									29106		10		26	1.4									0	8192
12468	Chilton Wand	0	inv_staff_02	0											6097			1		37	55																									1									8644				26	0.5									0	8192
15279	Ivory Wand	2	inv_wand_07	70192										159000	28569			1		42.14	55																									46									18267				26	1.4									0	8192
5211	Dusk Wand	1	inv_wand_07	5544					5830						20852			1		17.65	45																									20									1166				26	1.7									0	8192
16789	Captain Rackmore's Tiller	2	inv_staff_08	27327											28408			1		29.67	55																																		5992				26	1.5									0	8192
19861	Touch of Chaos	4	inv_wand_09	187779											32595			1		82	75																									60									75990				26	1.5								18	0	8192
15280	Wizard's Hand	2	inv_wand_06	169425										57176	28457			1		44.44	55																									48									20603				26	1.8									0	8192
11748	Pyric Caduceus	3	inv_staff_13	12554											28807			1		52.5	65			13																						48									25083				26	1.8									0	8192
21801	Antenna of Invigoration	3	inv_wand_04	12834											35017			1		71.56	65									4	3															60									52726				26	1.6						13			0	8192
15281	Glowstar Rod	2	inv_staff_10	9206											28538			1		50	55																									52									26110				26	1.5									0	8192
5213	Scorching Wand	2	inv_wand_06	68909										5200	20907			1		28.85	55																									30									5218				26	1.3									0	8192
8071	Sizzle Stick	2	inv_staff_02	12744											6093			1		17.65	45																																		1534				26	1.7									0	8192
5235	Alchemist's Wand	1	inv_staff_02	0											6081			1		4.44	25																																		41				26	1.8									0	8192
5238	Pitchwood Wand	1	inv_staff_02	42699					35727						20787			1		34.71	55																									40									7145				26	1.7									0	8192
15204	Moonstone Wand	2	inv_wand_07	67968											28218			1		13.61	40																																		779				26	1.8									0	8192
5207	Opaque Wand	2	inv_wand_07	460899										1350	20903			1		15	40																									15									1081				26	1.4									0	8192
15692	Kodo Brander	2	inv_wand_07	0											26412			1		31.05	55																																		6935				26	1.9									0	8192
15465	Stingshot Wand	2	inv_wand_07	113103											28216			1		22.22	50																																		2713				26	1.8									0	8192
5252	Wand of Decay	2	inv_wand_04	15595											20825			1		15.67	40																																		1175				26	1.5									0	8192
19435	Essence Gatherer	4	inv_wand_06	3450											31977			1		85.36	75									7	5															60									79598				26	1.4							5		0	8192
5212	Blazing Wand	2	inv_staff_02	11998										1300	6081			1		12.67	35																									12									672				26	1.5									0	8192
9489	Gyromatic Icemaker	2	inv_wand_05	0											18408			1		25	55						5																			26									3690				26	1.4									0	8192
5240	Torchlight Wand	2	inv_staff_02	501586											6101			1		15.77	40																																		1244				26	1.3									0	8192
5248	Flash Wand	2	inv_wand_02	68414											21023			1		30.38	55																																		6849				26	1.3									0	8192
22820	Wand of Fates	4	inv_wand_1h_stratholme_d_01	4503											35262			1		113.67	75									7																60									147283				26	1.5			1				7	12	0	8192
5818	Moonbeam Wand	2	inv_wand_11	0											21026			1		24.17	55																																		3239				26	1.8									0	8192
6797	Eyepoker	2	inv_wand_03	217937											21014			1		30.59	55																																		6362				26	1.7									0	8192
5241	Dwarven Flamestick	2	inv_staff_02	0											6097			1		13.61	40																																		821				26	1.8									0	8192
18761	Oblivion's Touch	3	inv_wand_12	223240											31677			1		62.5	65									11																57									41011				26	1.8									0	8192
23009	Wand of the Whispering Dead	4	inv_wand_1h_stratholme_d_01	0											35262			1		113.67	75									10																60									148994				26	1.5					9	22			0	8192
21603	Wand of Qiraji Nobility	4	inv_wand_06	370361											34198			1		102.19	75																									60									121194				26	1.6							5	19	0	8192
5242	Cinder Wand	2	inv_staff_02	15596											6093			1		11.79	35																																		623				26	1.4									0	8192
20672	Sparkling Crystal Wand	3	inv_wand_12	0											33125			1		62.33	65									9																57									39497				26	1.5								5	0	8192
13534	Banshee Finger	3	inv_weapon_shortblade_18	4101											24186			1		59.74	65						10																			55									37727				26	1.9									0	8192
5245	Summoner's Wand	2	inv_staff_07	144384										7800	21019			1		28.06	55																									29									5091				26	1.8									0	8192
7607	Sable Wand	2	inv_staff_02	0											20920			1		16.94	45																																		1399				26	1.8									0	8192
5347	Pestilent Wand	1	inv_wand_04	5542					15713						21022			1		27	55																									30									3142				26	1.5									0	8192
5236	Combustible Wand	1	inv_wand_06	5550					14394						20916			1		25.94	55																									29									2878				26	1.6									0	8192
19967	Thoughtblighter	3	inv_wand_05	0											32584			1		71.67	65										5															60									55576				26	1.8									0	8192
5210	Burning Wand	1	inv_staff_02	5548					5808						20787			1		17.5	45																									20									1161				26	1.4									0	8192
18338	Wand of Arcane Potency	3	inv_wand_02	12027	16										21016			1		58.44	65																									54									36595				26	1.6									0	8192
18301	Lethtendris's Wand	2	inv_wand_06	238420											30660			1		50.88	55																									53									29363				26	1.7								9	0	8192
19927	Mar'li's Touch	4	inv_wand_06	6712											32582			1		76.76	75									11																60									62348				26	1.7					6		5		0	8192
19367	Dragon's Touch	4	inv_wand_11	443544											32774			1		95.63	75									12																60									103461				26	1.6							7	6	0	8192
5209	Gloom Wand	1	inv_staff_02	5543					3855						6099			1		14.44	40																									16									771				26	1.8									0	8192
11684	Ironfoe	4	spell_frost_frostbrand	200878											23618	136	73	1	0	43.54	105											1		136	73	43.54		2.4								55									63086			3	21	2.4									0	8192
11923	The Hammer of Grace	3	inv_hammer_07	392595											21956	132	71	1	0	37.59	90													132	71	37.59		2.7								52									43648			3	21	2.7						31			0	8192
868	Ardent Custodian	4	inv_mace_13	86406			100	5						78725	19713	90	48	1	0	32.86	105													90	48	32.86		2.1								38									21532			3	21	2.1									0	8192
6196	Noboru's Cudgel	0	inv_mace_10	61180											6794	29	15	1	0	10.48	75											1		29	15	10.48		2.1								29												3	21	2.1									0	8192
2243	Hand of Edward the Odd	4	inv_mace_14	83521											19729	94	50	1	0	45	105									13		1		94	50	45		1.6								57									70554			3	13	1.6					10				0	8192
8708	Hammer of Expertise	4	inv_hammer_24	21805											17788	101	54	1	0	36.9	105											1		101	54	36.9		2.1								40												3	21	2.1									0	8192
7721	Hand of Righteousness	3	inv_hammer_02	83496											19735	105	56	1	0	29.81	90													105	56	29.81		2.7								39									17922			3	21	2.7					8	15			0	8192
7945	Big Black Mace	2	inv_mace_15	83446											5223	86	46	1	0	27.5	75													86	46	27.5		2.4								41									17291			3	21	2.4				8					0	8192
9639	The Hand of Antu'sul	3	inv_mace_11	98861											18572	113	61	1	0	32.22	90													113	61	32.22		2.7								43									24111			3	21	2.7									0	8192
22988	The End of Dreams	4	inv_mace_1h_stratholme_d_02	120755											35710	120.5799995	44.58000317	1	0	43.46	105	305								13	5	1		120.5799995	44.58000317	43.46		1.9								60									197946			3	13	1.9							13	95	0	8192
2256	Skeletal Club	3	inv_misc_bone_elfskull_01	222541										7000	5221	53	28	1	0	15.58	75													53	28	15.58		2.6								19									2996			3	21	2.6									0	8192
9359	Wirt's Third Leg	3	inv_misc_flute_01	451386							9			40000	19756	91	49	1	0	30.43	90													91	49	30.43		2.3								40									19577			3	13	2.3							4		0	8192
810	Hammer of the Northern Wind	4	inv_hammer_11	55554											19726	108	58	1	0	39.52	105													108	58	39.52		2.1								49									45267			3	21	2.1									0	8192
22384	Persuader	4	inv_hammer_08	83523											36969	161	86	1	0	45.74	105												1	161	86	45.74	1	2.7								58			1					1	80554			3	21	2.7									0	8192
6804	Windstorm Hammer	2	inv_hammer_05	83517											19707	61	32	1	0	22.14	75													61	32	22.14		2.1																	11262			3	21	2.1				4			5		0	8192
936	Midnight Mace	3	inv_misc_bone_elfskull_01	43565										60000	5215	84	45	1	0	25.8	90													84	45	25.8		2.5								33									11620		10	3	13	2.5									0	8192
6472	Stinging Viper	3	inv_wand_10	62624											24741	57	30	1	0	15.54	75													57	30	15.54		2.8								19									3018			3	13	2.8									0	8192
2816	Death Speaker Scepter	3	inv_mace_07	15536											19669	63	33	1	0	17.14	90													63	33	17.14		2.8								28									7324	7		3	21	2.8					1	11			0	8192
12794	Masterwork Stormhammer	3	inv_hammer_04	83503											7438	108	58	1	0	41.5	90													108	58	41.5		2								57									56304			3	21	2									0	8192
2194	Diamond Hammer	3	inv_hammer_06	83488										9500	8567	53	28	1	0	16.2	75											1		53	28	16.2		2.5								20									3276			3	13	2.5				3			4		0	8192
7687	Ironspine's Fist	3	inv_hammer_19	83501											15726	72	38	1	0	22.92	90													72	38	22.92		2.4								30									8836			3	13	2.4				7					0	8192
13026	Heaven's Light	3	inv_hammer_04	25691							4			30000	28776	107	57	1	0	30.37	90									4				107	57	30.37		2.7								40									19441			3	21	2.7				4	5		4		0	8192
17105	Aurastone Hammer	4	inv_hammer_05	281680											34109	161.8000008	78.79999809	1	0	44.56	105									10	5			161.8000008	78.79999809	44.56		2.7								60									102178			3	13	2.7							10	25	0	8192
19170	Ebon Hand	4	inv_hammer_19	55547											31822	168	90	1	0	51.6	105					7								168	90	51.6		2.5								60									103689			3	13	2.5							9		0	8192
13024	Beazel's Basher	3	inv_hammer_04	181615										675	28671	60	32	1	0	18.4	90													60	32	18.4		2.5								24									4863			3	21	2.5				6	2				0	8192
9386	Excavator's Brand	3	inv_torch_lit	64395										50000	18268	82	43	1	0	24.04	90											1		82	43	24.04		2.6								31									9859			7	13	2.6									0	8192
13349	Scepter of the Unholy	3	inv_mace_07	83508											24033	129	69	1	0	41.25	90													129	69	41.25		2.4								58									58429	19		3	21	2.4							5		0	8192
5541	Iridescent Hammer	2	inv_hammer_05	26736											19801	34	18	1	0	14.44	70													34	18	14.44		1.8								23									3693			3	13	1.8				3			3		0	8192
11805	Rubidium Hammer	3	inv_hammer_09	60266			120								28821	96	51	1	0	36.75	90													96	51	36.75		2								51									40439			3	21	2				5					0	8192
5197	Cookie's Tenderizer	2	inv_fabric_silk_02	64016											20953	39	20	1	0	10.54	60													39	20	10.54		2.8								16									1597			7	13	2.8				3					0	8192
13006	Mass of McGowan	3	inv_hammer_17	503383											28799	149	80	1	0	40.89	90													149	80	40.89		2.8								57									54840			3	21	2.8				10			10		0	8192
6323	Baron's Scepter	2	inv_mace_02	297992											21051	40	21	1	0	12.71	65													40	21	12.71		2.4								20									2611			3	21	2.4				4					0	8192
17943	Fist of Stone	3	inv_hammer_17	49126											29910	83	44	1	0	35.28	90													83	44	35.28		1.8								48									32156			3	21	1.8									0	8192
7954	The Shatterer	3	inv_hammer_18	71538											19748	99	53	1	0	31.67	90													99	53	31.67		2.4								42									23159			3	21	2.4									0	8192
9651	Gryphon Rider's Stormhammer	2	inv_hammer_01	62539											18578	111	59	1	0	31.48	75													111	59	31.48		2.7																	26828			3	21	2.7									0	8192
19360	Lok'amir il Romathis	4	inv_mace_06	117338											31863	127.9000008	47.90000153	1	0	41.86	105									18		1		127.9000008	47.90000153	41.86		2.1								60									180116			3	21	2.1					8		10	84	0	8192
1721	Viking Warhammer	3	inv_hammer_09	320603											8581	112	60	1	0	35.83	90													112	60	35.83		2.4								49									35815			3	21	2.4				5			11		0	8192
7752	Dreamslayer	3	inv_hammer_17	80465										17000	19670	59	31	1	0	21.43	90													59	31	21.43		2.1								28									6902			3	21	2.1				7	3				0	8192
4090	Mug O' Hurt	3	inv_drink_03	263133										19999	18496	69	37	1	0	31.18	90													69	37	31.18		1.7								41									20736			7	13	1.7									0	8192
13204	Bashguuder	3	inv_mace_15	550007											25619	93	49	1	0	39.44	90													93	49	39.44		1.8								55									51945			3	13	1.8				9					0	8192
1483	Face Smasher	3	inv_hammer_08	80399										7000	9117	48	25	1	0	14.04	70													48	25	14.04		2.6								16									2025			3	13	2.6				3			3		0	8192
13048	Looming Gavel	3	inv_hammer_04	22978							3			10000	25623	62	33	1	0	19.79	90													62	33	19.79		2.4								26									5971			3	21	2.4							6		0	8192
19908	Sceptre of Smiting	3	inv_mace_08	5457											32600	145	77	1	0	42.69	90											1		145	77	42.69		2.6								60									62589			3	13	2.6									0	8192
3414	Crested Scepter	3	inv_mace_08	81963										27500	6796	58	31	1	0	17.12	80									2				58	31	17.12		2.6								22									4028			3	21	2.6							5		0	8192
9457	Royal Diplomatic Scepter	3	inv_mace_08	83507											18373	69	37	1	0	23.04	90													69	37	23.04		2.3								30									8902			3	13	2.3					7		2		0	8192
9427	Stonevault Bonebreaker	3	inv_misc_bone_01	43563							4				22051	101	54	1	0	28.7	90													101	54	28.7		2.7								37									14853			3	13	2.7				8					0	8192
23221	Misplaced Servo Arm	4	inv_mace_28	58687											35643	238	128	1	0	65.36	105													238	128	65.36		2.8								60									203182			3	13	2.8									0	8192
20580	Hammer of Bestial Fury	4	inv_mace_20	5450			90								33017	130	69	1	0	52.37	105	154										1		130	69	52.37		1.9								60									109327			3	21	1.9				13			12		0	8192
12781	Serenity	3	inv_mace_02	83509											23244	98	52	1	0	37.5	90													98	52	37.5		2								52									42721			3	21	2									0	8192
7736	Fight Club	3	inv_mace_11	83492										20000	5224	76	41	1	0	26.59	90													76	41	26.59		2.2								34									11970			3	13	2.2				6			6		0	8192
11411	Large Bear Bone	0	inv_misc_bone_01	83435											6569	28	14	1	0	8.75	70													28	14	8.75		2.4								23									1484			3	21	2.4									0	8192
17039	Skullbreaker	2	inv_misc_bone_dwarfskull_01	83464											28869	59	31	1	0	18.75	75									5				59	31	18.75		2.4																	8317			3	21	2.4							3		0	8192
13025	Deadwood Sledge	3	inv_hammer_16	83487										19900	28706	62	33	1	0	25	90													62	33	25		1.9								32									10464			3	21	1.9					7		2		0	8192
21407	Mace of Unending Life	4	inv_mace22	444729							7	1024			33731	149.0000031	66.99999771	1	0	41.54	105	140			494					11				149.0000031	66.99999771	41.54		2.6								60												3	21	2.6				9			10	40	0	8192
3492	Mighty Iron Hammer	2	inv_hammer_04	83456											3780	57	30	1	0	15.54	75													57	30	15.54		2.8								25									4552			3	21	2.8				5					0	8192
9488	Oscillating Power Hammer	3	inv_hammer_08	83506										24000	18406	46	24	1	0	17.5	80													46	24	17.5		2								23									4419			3	13	2				5			1		0	8192
23056	Hammer of the Twisting Nether	4	inv_mace_27	1378											35574	120.7699966	36.76999817	1	0	41.46	105									11	8	1		120.7699966	36.76999817	41.46		1.9								60									280418			3	13	1.9						238	8		0	8192
21268	Blessed Qiraji War Hammer	4	inv_mace_24	337905			70	8							33830	166	89	1	0	60.71	105	280												166	89	60.71		2.1								60									172135			3	13	2.1				10			12		0	8192
6360	Steelscale Crushfish	2	inv_misc_fish_04	83468											11453	42	22	1	0	12.8	65													42	22	12.8		2.5								20									2581			3	13	2.5				4					0	8192
20648	Cold Forged Hammer	3	inv_hammer_22	83485											33072	135	72	1	0	41.4	90									9	3	1		135	72	41.4		2.5																	58693			3	21	2.5							5		0	8192
13183	Venomspitter	3	inv_wand_10	66581											24740	98	52	1	0	39.47	90				65							1		98	52	39.47		1.9								55									51771			3	13	1.9									0	8192
19808	Rockhide Strongfish	2	inv_misc_fish_27	83459											32262	87	46	1	0	26.6	75													87	46	26.6		2.5								40									15556			3	13	2.5							8		0	8192
17055	Changuk Smasher	3	inv_hammer_17	83483											15887	83	44	1	0	33.42	90									6				83	44	33.42		1.9								45									26747			3	13	1.9					5		6		0	8192
17112	Empyrean Demolisher	4	inv_hammer_05	677042											29171	175	94	1	0	48.04	105													175	94	48.04		2.8								60									90558			3	21	2.8									0	8192
10571	Ebony Boneclub	3	inv_misc_bone_10	83489											19501	59	31	1	0	25	90													59	31	25		1.8								32									10927		5	3	13	1.8				5					0	8192
9419	Galgann's Firehammer	2	inv_hammer_17	26527											18312	79	42	1	0	27.5	75													79	42	27.5		2.2								41									18076			3	13	2.2									0	8192
11120	Belgrom's Hammer	2	inv_hammer_10	56461											28262	120	64	1	0	32.86	75													120	64	32.86		2.8																	30144			3	21	2.8				10					0	8192
11964	Swiftstrike Cudgel	2	inv_mace_08	83470											28203	68	36	1	0	32.5	75													68	36	32.5	1	1.6																1	30156			3	21	1.6									0	8192
4511	Black Water Hammer	2	inv_hammer_07	57133											19783	78	42	1	0	22.22	75													78	42	22.22		2.7																	11256			3	21	2.7				7					0	8192
16769	Furbolg Medicine Totem	2	inv_mace_11	73301											28194	101	54	1	0	31	75													101	54	31		2.5								47									26616			3	21	2.5					6		6		0	8192
18044	Hurley's Tankard	3	inv_drink_04	64740							5				30436	132	71	1	0	37.59	90													132	71	37.59		2.7								52									41478			7	21	2.7							12		0	8192
21839	Scepter of the False Prophet	4	inv_mace22	77802											34485	111.3600037	38.36000061	1	0	41.59	105									19	3			111.3600037	38.36000061	41.59		1.8								60									224399			3	21	1.8						187	10		0	8192
13027	Bonesnapper	3	inv_hammer_20	183482											28689	124	66	1	0	35.19	90													124	66	35.19		2.7								48									33832			3	21	2.7				11			5		0	8192
22808	The Castigator	4	inv_mace_1h_stratholme_d_01	58690						16					35250	221	119	1	0	65.38	105											1	1	221	119	65.38	1	2.6								60			1					1	207785			3	13	2.6							9		0	8192
18048	Mastersmith's Hammer	3	inv_hammer_06	278706											30440	123	66	1	0	39.38	90									5				123	66	39.38		2.4								55									49204			3	21	2.4								14	0	8192
15223	Jagged Star	2	inv_hammer_08	408139										2000	28571	45	24	1	0	12.32	65													45	24	12.32		2.8								19									2376			3	21	2.8									0	8192
21837	Anubisath Warhammer	4	inv_hammer_11	460381						32					34468	123	66	1	0	52.5	105													123	66	52.5		1.8								60									118175			3	13	1.8							7		0	8192
18683	Hammer of the Vesper	3	inv_hammer_13	34988											31126	131	70	1	0	40.2	90													131	70	40.2		2.5								56									51100			3	13	2.5				7			12		0	8192
5324	Engineer's Hammer	2	inv_hammer_20	59842											8568	26	13	1	0	8.13	50													26	13	8.13		2.4																	776			3	21	2.4							2		0	8192
