"|","|__name_zhcn","|__quality","|__icon","|__screenshot","|__jsonequip__cooldown","|__jsonequip__armor","|__jsonequip__arcres","|__jsonequip__agi","|__jsonequip__atkpwr","|__jsonequip__avgbuyout","|__jsonequip__def","|__jsonequip__buyprice","|__jsonequip__classes","|__jsonequip__displayid","|__jsonequip__dmgmax1","|__jsonequip__dmgmin1","|__jsonequip__dmgrange","|__jsonequip__dmgtype1","|__jsonequip__dps","|__jsonequip__dura","|__jsonequip__manargn","|__jsonequip__mlecritstrkpct","|__jsonequip__healthrgn","|__jsonequip__firres","|__jsonequip__frores","|__jsonequip__holsplpwr","|__jsonequip__maxcount","|__jsonequip__int","|__jsonequip__mledmgmax","|__jsonequip__mledmgmin","|__jsonequip__mledps","|__jsonequip__mlehitpct","|__jsonequip__mlespeed","|__jsonequip__races","|__jsonequip__reqskill","|__jsonequip__reqskillrank","|__jsonequip__natres","|__jsonequip__parrypct","|__jsonequip__reqlevel","|__jsonequip__rgdcritstrkpct","|__jsonequip__rgdhitpct","|__jsonequip__sellprice","|__jsonequip__shares","|__jsonequip__sheathtype","|__jsonequip__slotbak","|__jsonequip__speed","|__jsonequip__splcritstrkpct","|__jsonequip__splpwr","|__jsonequip__spi","|__jsonequip__splheal","|__jsonequip__sta","|__jsonequip__str","|__attainable","|__flags2"
"3208","敲头锤","2","inv_mace_04","70113","","","","","","","","","","5232","157","104","1","0","37.29","85","","","","","","","","","157","104","37.29","","3.5","","","","","","43","","","25378","","1","17","3.5","","","","","","","0","8192"
"15257","胫骨剑","2","inv_sword_10","793864","","","","","","","","","","26589","127","84","1","0","47.95","85","","","","","","","","","127","84","47.95","","2.2","","","","","","57","","","55234","","1","17","2.2","","","","","","","0","8192"
"18481","碎骨钉锤","2","inv_mace_05","83903","","","","10","","","","","","5233","179","119","1","0","46.56","85","","","","","","","","","179","119","46.56","","3.2","","","","","","55","","","51451","","1","17","3.2","","","","","","22","0","8192"
"15266","凶猛重槌","2","inv_hammer_08","73300","","","","","","","","","","28526","188","125","1","0","47.42","85","","","","","","","","","188","125","47.42","","3.3","","","","","","56","","","54405","","1","17","3.3","","","","","","","0","8192"
"13819","平衡战斧","0","inv_throwingaxe_06","219901","","","","","","","","","","19374","83","55","1","0","27.6","85","","","","","","","","","83","55","27.6","","2.5","","","","","","54","","","19880","","1","17","2.5","","","","","","","0","8192"
"13817","锥形巨剑","0","inv_sword_39","363118","","","","","","","","","","20195","94","62","1","0","26.9","85","","","","","","","","","94","62","26.9","","2.9","","","","","","53","","","18796","","1","17","2.9","","","","","","","0","8192"
"3781","阔双刃刀","0","inv_sword_23","408368","","","","","","2900","","","","20150","55","36","1","0","13.79","85","","","","","","","","","55","36","13.79","","3.3","","","","","","29","","","3125","","1","17","3.3","","","","","","","0","8192"
"5345","石木锤","2","inv_hammer_15","62711","","","","","","","","","","8602","37","24","1","0","9.53","50","","","","","","","","","37","24","9.53","","3.2","","","","","","","","","705","","1","17","3.2","","","","","3","","0","8192"
"2823","莫格罗什开罐器","2","inv_axe_06","69561","","","","","","1400","","","","19236","48","32","1","0","12.5","65","","","","","","","","","48","32","12.5","","3.2","","","","","","14","","","1618","","1","17","3.2","","","","","","6","0","8192"
"15810","短矛","1","inv_spear_05","57562","","","","","","","","10145","","26500","60","40","1","0","15.15","75","","","","","","","","","60","40","15.15","","3.3","","","","","","20","","","2029","","1","17","3.3","","","","","","","0","8192"
"12282","用旧的战斧","1","inv_axe_09","432164","","","","","","100","","","","22291","5","3","1","0","1.38","25","","","","","","","","","5","3","1.38","","2.9","","","","","","1","","","8","","1","17","2.9","","","","","","","0","8192"
"13821","笨重的木槌","0","inv_hammer_16","50612","","","","","","","","","","28691","115","76","1","0","26.53","85","","","","","","","","","115","76","26.53","","3.6","","","","","","52","","","17993","","1","17","3.6","","","","","","","0","8192"
"5777","勇士之斧","1","inv_throwingaxe_05","83326","","","","","","","","","","8899","11","7","1","0","2.73","35","","","","","","","","","11","7","2.73","","3.3","","","","","","","","","30","","1","17","3.3","","","","","","","0","8192"
"2529","双手剑","1","inv_sword_15","7446","","","","","","","","65031","","22098","113","75","1","0","33.57","85","","","","","","","","","113","75","33.57","","2.8","","","","","","41","","","13006","","1","17","2.8","","","","","","","0","8192"
"3571","石腭怪巨锤","2","inv_hammer_15","70106","","","","","","2100","","","","19546","60","39","1","0","13.75","65","","","","","","","","","60","39","13.75","","3.6","","","","","","16","","","2118","","1","17","3.6","","","","","7","","0","8192"
"1513","旧巨剑","0","inv_sword_06","449847","","","","","","200","","","","20092","25","16","1","0","5.69","50","","","","","","","","","25","16","5.69","","3.6","","","","","","9","","","293","","1","17","3.6","","","","","","","0","8192"
"5761","安威玛尔战锤","1","inv_hammer_15","231009","","","","","","","","","","19544","10","6","1","0","2.58","35","","","","","","","","","10","6","2.58","","3.1","","","","","","","","","30","","1","17","3.1","","","","","","","0","8192"
"15264","断脊者","2","inv_hammer_16","447314","","","","","","","","","","28311","162","107","1","0","43.39","85","","","","","","","","","162","107","43.39","","3.1","","","","","","51","","","41517","","1","17","3.1","","","","","","","0","8192"
"3325","邪鳍战斧","1","inv_axe_21","53858","","","","","","299","","","","19252","19","12","1","0","5","40","","","","","","","","","19","12","5","","3.1","","","","","","4","","","140","","1","17","3.1","","","","","","","0","8192"
"2521","微光巨剑","1","inv_sword_26","67837","","","","","","","","30896","","22084","89","59","1","0","23.13","85","","","","","","","","","89","59","23.13","","3.2","","","","","","31","","","6179","","1","17","3.2","","","","","","","0","8192"
"1826","大石锤","0","inv_hammer_09","50228","","","","","","","","","","8587","38","25","1","0","10.86","80","","","","","","","","","38","25","10.86","","2.9","","","","","","22","","","1765","","1","17","2.9","","","","","","","0","8192"
"1828","石质战斧","0","inv_axe_20","57964","","","","","","1200","","","","19369","34","22","1","0","10.77","80","","","","","","","","","34","22","10.77","","2.6","","","","","","22","","","1609","","1","17","2.6","","","","","","","0","8192"
"1514","生锈的战锤","0","inv_hammer_16","449843","","","","","","200","","","","19533","21","13","1","0","5.67","50","","","","","","","","","21","13","5.67","","3","","","","","","9","","","294","","1","17","3","","","","","","","0","8192"
"1412","粗制重剑","0","inv_sword_06","448701","","","","","","35","","","","20074","12","7","1","0","2.97","35","","","","","","","","","12","7","2.97","","3.2","","","","","","2","","","49","","1","17","3.2","","","","","","","0","8192"
"2479","钝板斧","1","inv_axe_11","45918","","","","","","","","107","","8512","8","5","1","0","2.1","30","","","","","","","","","8","5","2.1","","3.1","","","","","","1","","","21","","1","17","3.1","","","","","","","0","8192"
"2531","巨斧","1","inv_throwingaxe_06","67834","","","","","","","","56169","","22111","135","90","1","0","31.25","85","","","","","","","","","135","90","31.25","","3.6","","","","","","39","","","11233","","1","17","3.6","","","","","","","0","8192"
"2024","普通长剑","1","inv_sword_43","45909","","","","","","","","6078","","22096","44","29","1","0","12.59","65","","","","","","","","","44","29","12.59","","2.9","","","","","","16","","","1215","","1","17","2.9","","","","","","","0","8192"
"1197","巨棒","1","inv_mace_02","127773","","","","","","","","2666","","5226","38","25","1","0","9","55","","","","","","","","","38","25","9","","3.5","","","","","","10","","","533","","1","17","3.5","","","","","","","0","8192"
"2754","无光泽的重剑","1","inv_sword_06","78056","","","","","","","","","","20117","6","4","1","0","1.56","25","","","","","","","","","6","4","1.56","","3.2","","","","","","1","","","13","","1","17","3.2","","","","","","","0","8192"
"2361","用旧的木槌","1","inv_hammer_15","38129","","","","","","1","","","","8690","5","3","1","0","1.38","25","","","","","","","","","5","3","1.38","","2.9","","","","","","1","","","9","","1","17","2.9","","","","","","","0","8192"
"2533","战槌","1","inv_hammer_17","43876","","","","","","","","61107","","22134","129","85","1","0","32.42","85","","","","","","","","","129","85","32.42","","3.3","","","","","","40","","","12221","","1","17","3.3","","","","","","","0","8192"
"2026","巨型石锤","1","inv_hammer_09","67839","","","","","","","","6286","","8593","56","37","1","0","12.57","65","","","","","","","","","56","37","12.57","","3.7","","","","","","16","","","1257","","1","17","3.7","","","","","","","0","8192"
"1512","粗糙的战斧","0","inv_throwingaxe_05","53105","","","","","","100","","","","19226","18","12","1","0","5","50","","","","","","","","","18","12","5","","3","","","","","","7","","","194","","1","17","3","","","","","","","0","8192"
"1830","长刃重剑","0","inv_sword_06","60465","","","","","","","","","","4129","44","29","1","0","11.41","80","","","","","","","","","44","29","11.41","","3.2","","","","","","23","","","1783","","1","17","3.2","","","","","","","0","8192"
"1417","卷刃的战斧","0","inv_throwingaxe_06","53799","","","","","","49","","","","8501","13","8","1","0","3.39","40","","","","","","","","","13","8","3.39","","3.1","","","","","","3","","","65","","1","17","3.1","","","","","","","0","8192"
"5779","亡灵重剑","1","inv_sword_06","239753","","","","","","","","","","20084","11","7","1","0","2.73","35","","","","","","","","","11","7","2.73","","3.3","","","","","","","","","30","","1","17","3.3","","","","","","","0","8192"
"2480","弯曲的大木棒","1","inv_mace_06","52652","","","","","","","","72","","19601","6","4","1","0","1.56","25","","","","","","","","","6","4","1.56","","3.2","","","","","","1","","","14","","1","17","3.2","","","","","","","0","8192"
"15811","重矛","1","inv_spear_06","57564","","","","","","","","27132","","5636","102","68","1","0","22.37","85","","","","","","","","","102","68","22.37","","3.8","","","","","","30","","","5426","","1","17","3.8","","","","","","","0","8192"
"924","牢固的木槌","1","inv_hammer_07","67840","","","","","","","","10972","","22131","56","37","1","0","16.03","80","","","","","","","","","56","37","16.03","","2.9","","","","","","21","","","2194","","1","17","2.9","","","","","","","0","8192"
"1818","普通双刃刀","0","inv_sword_06","75965","","","","","","800","","","","20183","35","23","1","0","9.67","75","","","","","","","","","35","23","9.67","","3","","","","","","19","","","1221","","1","17","3","","","","","","","0","8192"
"1814","破碎的木槌","0","inv_hammer_16","53323","","","","","","300","","","","19534","26","17","1","0","7.41","65","","","","","","","","","26","17","7.41","","2.9","","","","","","14","","","603","","1","17","2.9","","","","","","","0","8192"
"1811","钝双刃刀","0","inv_sword_06","462421","","","","","","395","","","","20037","25","16","1","0","6.61","60","","","","","","","","","25","16","6.61","","3.1","","","","","","12","","","451","","1","17","3.1","","","","","","","0","8192"
"1386","棘木战斧","1","inv_axe_01","0","","","","","","","","","","19247","11","7","1","0","2.57","35","","","","","","","","","11","7","2.57","","3.5","","","","","","","","","32","","1","17","3.5","","","","","","","0","8192"
"1820","木槌","0","inv_hammer_15","810803","","","","","","","","","","19535","30","20","1","0","8.62","70","","","","","","","","","30","20","8.62","","2.9","","","","","","17","","","963","","1","17","2.9","","","","","","","0","8192"
"1812","短柄战斧","0","inv_throwingaxe_05","450004","","","","","","400","","","","19245","25","16","1","0","6.61","60","","","","","","","","","25","16","6.61","","3.1","","","","","","12","","","452","","1","17","3.1","","","","","","","0","8192"
"2501","木制战锤","1","inv_hammer_15","0","","","","","","","","","","19614","18","12","1","0","5","40","","","","","","","","","18","12","5","","3","","","","","","4","","","144","","1","17","3","","","","","","","0","8192"
"5579","民兵战锤","1","inv_hammer_15","3219","","","","","","","","","","19544","9","6","1","0","2.59","35","","","","","","","","","9","6","2.59","","2.9","","","","","","","","","32","","1","17","2.9","","","","","","","0","8192"
"2486","巨石钉锤","1","inv_hammer_09","0","","","","","","","","","","19627","6","4","1","0","1.56","25","","","","","","","","","6","4","1.56","","3.2","","","","","","1","","","13","","1","17","3.2","","","","","","","0","8192"
"1414","破损的战锤","0","inv_hammer_09","595579","","","","","","90","","","","19525","15","10","1","0","3.79","40","","","","","","","","","15","10","3.79","","3.3","","","","","","4","","","97","","1","17","3.3","","","","","","","0","8192"
"2128","粗糙的双刃刀","1","inv_sword_06","0","","","","","","","","","","2380","7","4","1","0","1.96","30","","","","","","","","","7","4","1.96","","2.8","","","","","","1","","","20","","1","17","2.8","","","","","","","0","8192"
"2499","双刃斧","1","inv_throwingaxe_06","0","","","","","","","","","","8511","19","12","1","0","4.84","40","","","","","","","","","19","12","4.84","","3.2","","","","","","4","","","143","","1","17","3.2","","","","","","","0","8192"
"2483","劣质阔斧","1","inv_throwingaxe_02","0","","","","","","","","","","19243","6","3","1","0","1.61","25","","","","","","","","","6","3","1.61","","2.8","","","","","","1","","","14","","1","17","2.8","","","","","","","0","8192"
"2497","生锈的双刃刀","1","inv_sword_06","0","","","","","","","","","","2399","19","12","1","0","5","40","","","","","","","","","19","12","5","","3.1","","","","","","4","","","142","","1","17","3.1","","","","","","","0","8192"
